Product Name,Store Name,Price
OLYMPUS Papan Pegas Senam Profesional SBG-9P,CV JAYA BERSAMA,"IDR 4,080,000.00"
OLYMPUS Papan Step Aerobik PSA-68,CV JAYA BERSAMA,"IDR 399,000.00"
OLYMPUS Papan Step Aerobik PSA-78,CV JAYA BERSAMA,"IDR 498,000.00"
Meja Lompat Senam MLS-02P,CV JAYA BERSAMA,"IDR 44,850,000.00"
LIGA Bola Futsal Sparta,CV JAYA BERSAMA,"IDR 183,000.00"
LIGA Jaring Gawang Futsal 3mm JGF-03,CV JAYA BERSAMA,"IDR 741,000.00"
LIGA Jaring Gawang Futsal 4mm JGF-04,CV JAYA BERSAMA,"IDR 948,000.00"
Trinity Scoreboard Futsal FS-01,CV JAYA BERSAMA,"IDR 10,461,000.00"
LIGA Gawang Futsal Portabel GFP-05,CV JAYA BERSAMA,"IDR 9,453,000.00"
ENLIO Karpet Lapangan Futsal Indoor A-89145,CV JAYA BERSAMA,"IDR 293,970,000.00"
ENLIO Lantai Lapangan Futsal Outdoor LLFO-30,CV JAYA BERSAMA,"IDR 303,060,000.00"
LIGA Rompi Tim Futsal RTL-01,CV JAYA BERSAMA,"IDR 678,000.00"
Trinity Scoreboard Futsal FS-03,CV JAYA BERSAMA,"IDR 17,553,000.00"
Trinity Scoreboard Futsal FS-05,CV JAYA BERSAMA,"IDR 26,661,000.00"
OLYMPUS Bola Tenis Meja BTM-1,CV JAYA BERSAMA,"IDR 60,000.00"
OLYMPUS Bola Tenis Meja BTM-2,CV JAYA BERSAMA,"IDR 66,000.00"
OLYMPUS Bola Tenis Meja BTM-3,CV JAYA BERSAMA,"IDR 39,000.00"
OLYMPUS Bat Tenis Meja TTB-2 (Advance+),CV JAYA BERSAMA,"IDR 84,000.00"
OLYMPUS Bat Tenis Meja TTB-3,CV JAYA BERSAMA,"IDR 84,000.00"
OLYMPUS Bat Tenis Meja TTB-4 (Sportive),CV JAYA BERSAMA,"IDR 156,000.00"
OLYMPUS Bat Tenis Meja TTB-5 (Sportive+),CV JAYA BERSAMA,"IDR 192,000.00"
OLYMPUS Meja Tenis Meja MDF-18,CV JAYA BERSAMA,"IDR 4,980,000.00"
OLYMPUS Tiang & Net Tenis Meja TTM-1,CV JAYA BERSAMA,"IDR 273,000.00"
OLYMPUS Tiang & Net Tenis Meja TTM-2,CV JAYA BERSAMA,"IDR 111,000.00"
OLYMPUS Tiang & Net Tenis Meja TTM-3,CV JAYA BERSAMA,"IDR 183,000.00"
OLYMPUS Tiang & Net Tenis Meja TTM-5,CV JAYA BERSAMA,"IDR 543,000.00"
OLYMPUS Scoreboard Tenis Meja TTS-01,CV JAYA BERSAMA,"IDR 18,570,000.00"
Trinity Scoreboard Bola Basket BSS-01,CV JAYA BERSAMA,"IDR 43,860,000.00"
Trinity Scoreboard Bola Basket BSS-02,CV JAYA BERSAMA,"IDR 54,300,000.00"
Trinity Scoreboard Bola Basket BSS-03,CV JAYA BERSAMA,"IDR 94,530,000.00"
Trinity Papan Pantul Basket Akrilik BB-01,CV JAYA BERSAMA,"IDR 21,630,000.00"
Trinity Papan Pantul Bola Basket Kaca BB-02,CV JAYA BERSAMA,"IDR 19,560,000.00"
Trinity Ring Basket Portabel TR-01,CV JAYA BERSAMA,"IDR 124,860,000.00"
Trinity Ring Bola Basket Portabel TR-02,CV JAYA BERSAMA,"IDR 82,380,000.00"
Trinity Ring Bola Basket Portabel TR-03,CV JAYA BERSAMA,"IDR 75,270,000.00"
Trinity Ring Bola Basket Portabel TR-07,CV JAYA BERSAMA,"IDR 64,200,000.00"
Trinity Ring Bola Basket Profesional PRB-01,CV JAYA BERSAMA,"IDR 2,055,000.00"
Trinity Ring Bola Basket Profesional PRB-03,CV JAYA BERSAMA,"IDR 2,055,000.00"
Trinity Ring Bola Basket Formal RBF-18,CV JAYA BERSAMA,"IDR 318,000.00"
ENLIO Karpet Lapangan Bola Basket Indoor A-65...,CV JAYA BERSAMA,"IDR 262,560,000.00"
ENLIO Karpet Lapangan Basket Outdoor KLBO-5,CV JAYA BERSAMA,"IDR 238,260,000.00"
ENLIO Lantai Lapangan Basket Outdoor LLBO-30,CV JAYA BERSAMA,"IDR 193,800,000.00"
TOP SPIN Bola Tonnis STG-2,CV JAYA BERSAMA,"IDR 183,000.00"
TOP SPIN Raket Tonnis Kayu RTK-01,CV JAYA BERSAMA,"IDR 66,000.00"
TOP SPIN Raket Tonnis Kayu RTK-02,CV JAYA BERSAMA,"IDR 84,000.00"
ENLIO Karpet Lapangan Bola Tenis Indoor,CV JAYA BERSAMA,"IDR 183,630,000.00"
ENLIO Karpet Lapangan Tenis Outdoor KLTO-5,CV JAYA BERSAMA,"IDR 221,061,000.00"
ENLIO Lantai Lapangan Tenis Outdoor LLTO-30,CV JAYA BERSAMA,"IDR 164,361,000.00"
Trinity Kursi Wasit Bola Tenis KWT-01,CV JAYA BERSAMA,"IDR 7,428,000.00"
Trinity Scoreboard Bola Tenis TS-01,CV JAYA BERSAMA,"IDR 32,736,000.00"
Trinity Scoreboard Bola Tenis TS-02,CV JAYA BERSAMA,"IDR 21,630,000.00"
Trinity Tiang Bola Tenis Portabel TTP-02P,CV JAYA BERSAMA,"IDR 31,728,000.00"
Trinity Tiang Bola Tenis Tanam TTT-01P,CV JAYA BERSAMA,"IDR 17,553,000.00"
Trinity Jaring Bola Voli JBV-1,CV JAYA BERSAMA,"IDR 327,000.00"
Trinity Jaring Bola Voli JBV-2,CV JAYA BERSAMA,"IDR 255,000.00"
Trinity Jaring Bola Voli JBV-5,CV JAYA BERSAMA,"IDR 156,000.00"
Trinity Antena Bola Voli AV-01,CV JAYA BERSAMA,"IDR 435,000.00"
Trinity Antena Bola Voli AV-02,CV JAYA BERSAMA,"IDR 624,000.00"
Trinity Antena Bola Voli AV-03,CV JAYA BERSAMA,"IDR 543,000.00"
Trinity Bangku Pemain Cadangan BPC-01,CV JAYA BERSAMA,"IDR 8,850,000.00"
ENLIO Karpet Lapangan Bola Voli Indoor,CV JAYA BERSAMA,"IDR 203,700,000.00"
ENLIO Karpet Lapangan Voli Outdoor KLVO-5,CV JAYA BERSAMA,"IDR 228,000,000.00"
ENLIO Lantai Lapangan Voli Outdoor LLVO-30,CV JAYA BERSAMA,"IDR 168,600,000.00"
Trinity Kursi Wasit Bola Voli KWV-01,CV JAYA BERSAMA,"IDR 7,446,000.00"
Trinity Line Bola Voli Pantai LVP-01,CV JAYA BERSAMA,"IDR 1,047,000.00"
Trinity Scoreboard Bola Voli VS-01,CV JAYA BERSAMA,"IDR 20,550,000.00"
Trinity Scoreboard Bola Voli VS-02,CV JAYA BERSAMA,"IDR 23,016,000.00"
Trinity Scoreboard Bola Voli VS-03,CV JAYA BERSAMA,"IDR 32,736,000.00"
Trinity Tiang Bola Voli Portabel TVP-02,CV JAYA BERSAMA,"IDR 10,461,000.00"
Trinity Tiang Bola Voli Tanam TVT-01P,CV JAYA BERSAMA,"IDR 29,730,000.00"
Trinity Tiang Bola Voli Tanam TVT-02,CV JAYA BERSAMA,"IDR 8,400,000.00"
Trinity Tiang Bola Voli Tanam TVT-03,CV JAYA BERSAMA,"IDR 10,461,000.00"
Trinity Keranjang Bola Lipat KBL-01,CV JAYA BERSAMA,"IDR 2,667,000.00"
LIGA Bola Sepak Telstar,CV JAYA BERSAMA,"IDR 174,000.00"
LIGA Bendera Sudut Sepakbola SCF-02,CV JAYA BERSAMA,"IDR 984,000.00"
LIGA Bendera Sudut Sepakbola SCF-03P,CV JAYA BERSAMA,"IDR 1,560,000.00"
LIGA Gawang Sepakbola Kecil GSK-120,CV JAYA BERSAMA,"IDR 3,270,000.00"
LIGA Gawang Sepakbola Mini Portable GSMP-01,CV JAYA BERSAMA,"IDR 16,500,000.00"
LIGA Gawang Sepakbola Profesional GSP-01,CV JAYA BERSAMA,"IDR 20,586,000.00"
LIGA Jaring Gawang Sepakbola 3mm JGS-03,CV JAYA BERSAMA,"IDR 1,650,000.00"
LIGA Jaring Gawang Sepakbola 4mm JGS-04,CV JAYA BERSAMA,"IDR 2,055,000.00"
LIGA Gawang Sepakbola Junior GSJ-01,CV JAYA BERSAMA,"IDR 15,186,000.00"
LIGA Jaring Gawang Sepakbola Profesional JGSP...,CV JAYA BERSAMA,"IDR 3,072,000.00"
LIGA Papan Pergantian Pemain Sepakbola PPD-02...,CV JAYA BERSAMA,"IDR 480,000.00"
LIGA Papan Strategi Sepakbola PSSB-01,CV JAYA BERSAMA,"IDR 183,000.00"
LIGA Papan Strategi Sepakbola PSSB-02,CV JAYA BERSAMA,"IDR 678,000.00"
LIGA Scoreboard Sepakbola SS-240,CV JAYA BERSAMA,"IDR 38,820,000.00"
FIGHTER Pelindung Badan Karate BPKF-2,CV JAYA BERSAMA,"IDR 327,000.00"
FIGHTER Pelindung Badan Kempo BPK-01,CV JAYA BERSAMA,"IDR 678,000.00"
FIGHTER Pelindung Badan Pencak Silat BPS-01,CV JAYA BERSAMA,"IDR 516,000.00"
FIGHTER Pelindung Badan Pencak Silat BPS-02,CV JAYA BERSAMA,"IDR 309,000.00"
FIGHTER Pelindung Badan Taekwondo BPT-01,CV JAYA BERSAMA,"IDR 624,000.00"
FIGHTER Pelindung Badan Taekwondo BPT-02,CV JAYA BERSAMA,"IDR 309,000.00"
FIGHTER Scoreboard Gulat WS-01,CV JAYA BERSAMA,"IDR 20,550,000.00"
FIGHTER Scoreboard Karate KS-01,CV JAYA BERSAMA,"IDR 17,580,000.00"
FIGHTER Scoreboard Taekwondo TKDS-01,CV JAYA BERSAMA,"IDR 18,570,000.00"
FIGHTER Scoreboard Judo JS-01,CV JAYA BERSAMA,"IDR 10,470,000.00"
FIGHTER Pelindung Kemaluan Pria PKP-01,CV JAYA BERSAMA,"IDR 174,000.00"
FIGHTER Sandsack Berdiri SSB-150,CV JAYA BERSAMA,"IDR 1,857,000.00"
FIGHTER Sandsack Berdiri SSB-170,CV JAYA BERSAMA,"IDR 2,163,000.00"
FIGHTER Kick Boxing Dummy KBD-180,CV JAYA BERSAMA,"IDR 8,400,000.00"
FIGHTER Gantungan Sandsack Tembok GST-86,CV JAYA BERSAMA,"IDR 1,164,000.00"
FIGHTER Sandsack Gantung Kulit SSK-3,CV JAYA BERSAMA,"IDR 2,163,000.00"
FIGHTER Sandsack Gantung Kulit SSK-4,CV JAYA BERSAMA,"IDR 2,424,000.00"
FIGHTER Sandsack Gantung Kulit SSK-5,CV JAYA BERSAMA,"IDR 3,072,000.00"
FIGHTER Sandsack Kain Terpal SKT-03,CV JAYA BERSAMA,"IDR 840,000.00"
SILVER ARROW Sandsack Kain Terpal SKT-04,CV JAYA BERSAMA,"IDR 1,047,000.00"
FIGHTER Sandsack Kain Terpal SKT-05,CV JAYA BERSAMA,"IDR 1,524,000.00"
FIGHTER Bandage Tinju Fighter BTF-27,CV JAYA BERSAMA,"IDR 84,000.00"
FIGHTER Bandage Tinju Fighter BTF-45,CV JAYA BERSAMA,"IDR 102,000.00"
FIGHTER Pelindung Kemaluan Wanita PKW-01,CV JAYA BERSAMA,"IDR 156,000.00"
FIGHTER Target Kotak Imitasi TKI-224,CV JAYA BERSAMA,"IDR 219,000.00"
FIGHTER Target Kotak Imitasi TKI-235,CV JAYA BERSAMA,"IDR 327,000.00"
FIGHTER Target Kotak Imitasi TKI-246,CV JAYA BERSAMA,"IDR 561,000.00"
FIGHTER Speed Ball Gantung Kulit SBGK-01,CV JAYA BERSAMA,"IDR 507,000.00"
FIGHTER Target Double Taekwondo TDT-03,CV JAYA BERSAMA,"IDR 219,000.00"
FIGHTER Target Single Taekwondo TST-03,CV JAYA BERSAMA,"IDR 174,000.00"
FIGHTER Target Kotak Imitasi TKI-234MP,CV JAYA BERSAMA,"IDR 399,000.00"
FIGHTER Pelindung Tangan Karate PTK-02,CV JAYA BERSAMA,"IDR 165,000.00"
FIGHTER Matras Beladiri MBD-50,CV JAYA BERSAMA,"IDR 73,380,000.00"
FIGHTER Matras Gulat PGSI GL-60,CV JAYA BERSAMA,"IDR 94,530,000.00"
FIGHTER Matras Karate WKF KT-30,CV JAYA BERSAMA,"IDR 28,650,000.00"
FIGHTER Matras Pencak Silat IPSI PS-30,CV JAYA BERSAMA,"IDR 28,650,000.00"
FIGHTER Matras Taekwondo WTF TKD-30,CV JAYA BERSAMA,"IDR 28,650,000.00"
FIGHTER Matras Gulat UWW GL-60,CV JAYA BERSAMA,"IDR 97,500,000.00"
FIGHTER Matras Judo PJSI JT-60,CV JAYA BERSAMA,"IDR 94,530,000.00"
FIGHTER Matras Kempo Perkemi KP-30,CV JAYA BERSAMA,"IDR 28,650,000.00"
FIGHTER Matras Wushu IWUF MW-30,CV JAYA BERSAMA,"IDR 28,650,000.00"
FIGHTER Pelindung Kepala Kempo PKP-02,CV JAYA BERSAMA,"IDR 399,000.00"
FIGHTER Pelindung Kepala Taekwondo PKT-02,CV JAYA BERSAMA,"IDR 282,000.00"
FIGHTER Sarung Tangan Kempo STK-01,CV JAYA BERSAMA,"IDR 624,000.00"
FIGHTER Matras Wushu IWUF MW-50,CV JAYA BERSAMA,"IDR 50,970,000.00"
FIGHTER Matras Taekwondo WTF TKD-50,CV JAYA BERSAMA,"IDR 50,970,000.00"
FIGHTER Matras Pencak Silat IPSI PS-50,CV JAYA BERSAMA,"IDR 50,970,000.00"
FIGHTER Matras Kempo Perkemi KP-50,CV JAYA BERSAMA,"IDR 50,970,000.00"
FIGHTER Matras Karate WKF KT-50,CV JAYA BERSAMA,"IDR 50,970,000.00"
FIGHTER Matras Beladiri MBD-30,CV JAYA BERSAMA,"IDR 40,890,000.00"
FIGHTER Senjata Celurit Silat SCS-01,CV JAYA BERSAMA,"IDR 399,000.00"
FIGHTER Senjata Golok Silat SGS-01,CV JAYA BERSAMA,"IDR 507,000.00"
FIGHTER Senjata Keris Silat SKS-01,CV JAYA BERSAMA,"IDR 309,000.00"
FIGHTER Senjata Trisula Pencak Silat STPS-01,CV JAYA BERSAMA,"IDR 417,000.00"
FIGHTER Pelindung Muka Karate FK-01,CV JAYA BERSAMA,"IDR 399,000.00"
FIGHTER Sepatu Tinju Fighter STF-01,CV JAYA BERSAMA,"IDR 507,000.00"
FIGHTER Sepatu Gulat Fighter SGF-01,CV JAYA BERSAMA,"IDR 507,000.00"
TOP SPIN Ankle Support TS-007,CV JAYA BERSAMA,"IDR 30,000.00"
TOP SPIN Baju Sauna Motif SST-01,CV JAYA BERSAMA,"IDR 174,000.00"
TOP SPIN Knee Belt TS-008,CV JAYA BERSAMA,"IDR 39,000.00"
TOP SPIN Knee Support TS-006,CV JAYA BERSAMA,"IDR 30,000.00"
TOP SPIN Knee Wrap Support TS-003,CV JAYA BERSAMA,"IDR 75,000.00"
TOP SPIN Skipping Kayu Carbonex SKC-06,CV JAYA BERSAMA,"IDR 39,000.00"
TOP SPIN Supporter Celana (Briefs) TS-009,CV JAYA BERSAMA,"IDR 57,000.00"
TOP SPIN Wrist Wrap TS-001,CV JAYA BERSAMA,"IDR 39,000.00"
Sporty Celana Basic Long CBL-01,CV JAYA BERSAMA,"IDR 39,000.00"
Sporty Celana Legging CLS-01,CV JAYA BERSAMA,"IDR 84,000.00"
FIGHTER Matras Eva 50mm ME-50,CV JAYA BERSAMA,"IDR 570,000.00"
Trinity Peluit Elektronik PE-01,CV JAYA BERSAMA,"IDR 327,000.00"
OLYMPUS Tali Kapal Rami TKR-D220,CV JAYA BERSAMA,"IDR 498,000.00"
Kayak Double (K2),CV. D-WAP RAYA,"IDR 20,700,000.00"
Kayak Four (K4),CV. D-WAP RAYA,"IDR 28,750,000.00"
Single Scull (1x) Fiber Glass,CV. D-WAP RAYA,"IDR 42,550,000.00"
Dragon Boat 10 Pendayung,CV. D-WAP RAYA,"IDR 67,000,000.00"
Dragon Boat 20 Pendayung,CV. D-WAP RAYA,"IDR 85,000,000.00"
Kayak Single (K1)  Carbon,CV. D-WAP RAYA,"IDR 34,500,000.00"
Kayak Double (K2) Carbon,CV. D-WAP RAYA,"IDR 40,250,000.00"
Kayak Four (K4) Carbon,CV. D-WAP RAYA,"IDR 51,750,000.00"
Single Scull (1x) Carbon,CV. D-WAP RAYA,"IDR 60,950,000.00"
Canoe Single (C1) Fiber Glass,CV. D-WAP RAYA,"IDR 18,400,000.00"
Canoe Single (C1) Carbon,CV. D-WAP RAYA,"IDR 34,500,000.00"
Canoe Double (C2) Fiber Glass,CV. D-WAP RAYA,"IDR 21,850,000.00"
Canoe Double (C2) Carbon,CV. D-WAP RAYA,"IDR 42,550,000.00"
SHIAMIQ BET TENIS MEJA BTM 003,PT. Harrisma Buwana Jaya,"IDR 205,350.00"
SHIAMIQ BET TENIS MEJA BTM 004,PT. Harrisma Buwana Jaya,"IDR 166,500.00"
SHIAMIQ TIANG NET & NET MEJA TENIS MEJA TN 00...,PT. Harrisma Buwana Jaya,"IDR 224,000.00"
SHIAMIQ BOLA TENIS MEJA BOX ISI 3 BLS 005,PT. Harrisma Buwana Jaya,"IDR 35,000.00"
SHIAMIQ BOLA TENIS MEJA BOX ISI 6 BLS006,PT. Harrisma Buwana Jaya,"IDR 67,850.00"
SHIAMIQ PERLENGKAPAN WASIT TENIS MEJA,PT. Harrisma Buwana Jaya,"IDR 1,340,000.00"
CITRAWIDYA WIYATA Agility Cones 23 cm,PT. CITRAWIDYA WIYATA,"IDR 24,000.00"
CITRAWIDYA WIYATA Agility Grounddisk,PT. CITRAWIDYA WIYATA,"IDR 183,000.00"
CITRAWIDYA WIYATA BODY PROTECTOR,PT. CITRAWIDYA WIYATA,"IDR 450,000.00"
OLYMPUS CATUR LIPAT BESAR,PT. CITRAWIDYA WIYATA,"IDR 246,000.00"
CITRAWIDYA WIYATA MATRAS SENAM,PT. CITRAWIDYA WIYATA,"IDR 1,800,000.00"
CITRAWIDYA WIYATA PECING PAD,PT. CITRAWIDYA WIYATA,"IDR 380,000.00"
CITRAWIDYA WIYATA STIK KASTI,PT. CITRAWIDYA WIYATA,"IDR 60,000.00"
PROTEAM RAKET BULUTANGKIS,PT. CITRAWIDYA WIYATA,"IDR 190,000.00"
PROTEAM RAKET TENIS MEJA,PT. CITRAWIDYA WIYATA,"IDR 85,250.00"
CITRAWIDYA WIYATA RING BASKET,PT. CITRAWIDYA WIYATA,"IDR 350,000.00"
CITRAWIDYA WIYATA ROMPI LATIHAN,PT. CITRAWIDYA WIYATA,"IDR 255,000.00"
Trinity STARTING BLOCK,PT. CITRAWIDYA WIYATA,"IDR 363,000.00"
CITRAWIDYA WIYATA TONGKAT ESTAFET,PT. CITRAWIDYA WIYATA,"IDR 160,000.00"
TOPI BORDIR LOGO BRIN,PT. LAJU ANUGRAH JAYA,"IDR 35,000.00"
Le Minerale Air Mineral Botol,CV. PUTRA KATANAP,"IDR 85,000.00"
BUGARO BUGARO BOLA VOLI,pt. Bugaro Mitra Selaras,"IDR 342,000.00"
BUGARO Paket Olahraga SD,pt. Bugaro Mitra Selaras,"IDR 24,996,200.00"
Kettler LITE COMMERCIAL UPRIGHT BIKE MUNICH C...,PT. Buana Raya Bumi Pertiwi,"IDR 28,272,250.00"
Kettler KETTLER STRENGTH MULTIGYM PLUS,PT. Buana Raya Bumi Pertiwi,"IDR 36,780,000.00"
Kettler LITE COMMERCIAL ELLIPTICAL BIKE MUNIC...,PT. Buana Raya Bumi Pertiwi,"IDR 33,565,375.00"
Kettler TREADMILL TRACK S6,PT. Buana Raya Bumi Pertiwi,"IDR 39,875,000.00"
Kettler MULTIGYM PRO,PT. Buana Raya Bumi Pertiwi,"IDR 56,750,000.00"
Kettler BENCH PRESS,PT. Buana Raya Bumi Pertiwi,"IDR 11,750,000.00"
Kettler Axos Universal Training Bench - Bangk...,PT. Buana Raya Bumi Pertiwi,"IDR 8,660,000.00"
ROWING MACHINE,PT. Buana Raya Bumi Pertiwi,"IDR 14,570,000.00"
Smart Weight Bench,PT. Buana Raya Bumi Pertiwi,"IDR 8,527,000.00"
Adjustable Power Tower,PT. Buana Raya Bumi Pertiwi,"IDR 9,125,000.00"
PUNCHING BALL,PT. Buana Raya Bumi Pertiwi,"IDR 3,675,000.00"
PUNCHING BAG (SANSAK),PT. Buana Raya Bumi Pertiwi,"IDR 1,975,000.00"
BRACKET SANSAK,PT. Buana Raya Bumi Pertiwi,"IDR 525,000.00"
DUMBLE/DUMBELL WITH RACK,PT. Buana Raya Bumi Pertiwi,"IDR 37,850,000.00"
GYMBALL,PT. Buana Raya Bumi Pertiwi,"IDR 475,800.00"
"TRAMPOLINE 38""",PT. Buana Raya Bumi Pertiwi,"IDR 995,000.00"
Kettler YOGA MAT,PT. Buana Raya Bumi Pertiwi,"IDR 780,000.00"
BALANCE STEP,PT. Buana Raya Bumi Pertiwi,"IDR 2,975,000.00"
RANDOAN Perahu Kayak Single (k-1),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 19,246,500.00"
RANDOAN Perahu Dragon Boat (20 Pendayung),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 168,630,000.00"
RANDOAN Kayak Single (K1),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 17,232,750.00"
RANDOAN Kayak Double (K2),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 23,774,813.00"
RANDOAN Canoe Single (C1),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 18,636,900.00"
RANDOAN Canoe Double  (2),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 24,508,800.00"
RANDOAN Perahu Single Scull,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 39,826,800.00"
RANDOAN Perahu Double Scull,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 49,783,500.00"
RANDOAN Perahu Coxces Pair,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 49,145,250.00"
RANDOAN Perahu Dargon Boat 12 Crew,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 79,143,000.00"
RANDOAN Perahu Dragon Boat 22 Crew,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 102,120,000.00"
RANDOAN Jalur Lintasan Bola-Bola,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 38,295,000.00"
Jangkar,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 5,744,250.00"
Punching pad Karate (Kecil),New Star Fajarindo,"IDR 93,500.00"
Sling Panajat Tebing,New Star Fajarindo,"IDR 262,500.00"
Bantalan Face Panahan,New Star Fajarindo,"IDR 885,000.00"
Body Protector Karate,New Star Fajarindo,"IDR 365,000.00"
Medali,PT BINTANG ZULFA UTAMA,"IDR 650,000.00"
Cones kerucut,New Star Fajarindo,"IDR 29,000.00"
KINETEC Kinetic Sepeda Statis Magnetic 611bzh...,TOKO TIARA,"IDR 6,500,000.00"
KINETEC Treadmill-Alat Olahraga,TOKO TIARA,"IDR 15,000,000.00"
Target Face 122cm,CV BERKAH ABADI,"IDR 350,000.00"
arget Face 80cm Ring 6,CV BERKAH ABADI,"IDR 250,000.00"
TARGET MULTIRING,CV BERKAH ABADI,"IDR 500,000.00"
TARGET BENCHREST,CV BERKAH ABADI,"IDR 6,000.00"
SHIAMIQ SARUNG TANGAN SHOWDOWN STSD 001,CV SHIAMIQ TERANG ABADI,"IDR 297,000.00"
Peaching Pad Silat,New Star Fajarindo,"IDR 424,000.00"
BANNER OUTDOOR,Andy Senfri,"IDR 50,000.00"
Papan Catur Tuna Netra,New Star Fajarindo,"IDR 475,000.00"
SCREEN BALIHO BANNER INDOOR,Andy Senfri,"IDR 76,400.00"
KAOS PRINTING,Andy Senfri,"IDR 110,000.00"
Pro Smash PRO SMASH BOLA BASKET NO.6,CV. SUMBER BERKAH,IDR 239.20
BOLA SEPAK,CV. EXTRA PERSADA,"IDR 550,000.00"
Agility Ladder,New Star Fajarindo,"IDR 680,000.00"
BEAL Tape Sling 80cm,CV BERKAH ABADI,"IDR 500,000.00"
BEAL Climbing Harness,CV BERKAH ABADI,"IDR 2,600,000.00"
Climbing Holds / Point,CV BERKAH ABADI,"IDR 1,000,000.00"
Magnesium Carbonat PHARMAPREUNER,CV BERKAH ABADI,"IDR 135,000.00"
"Climbing Rope Dinamic 10,5 mm",CV BERKAH ABADI,"IDR 8,100,000.00"
"PETZL Climbing Rope Static 10,5 mm",CV BERKAH ABADI,"IDR 5,450,000.00"
trening,CV. CHRISTOPER PUTRA MANDIRI,"IDR 149,000.00"
Meja Pimpong /Tenis Meja,PT. Hadepro nurussyifa sejahtera,"IDR 9,950,000.00"
sepeda mtb trhill cleave 1.0,CV.VIKAVINDO,"IDR 3,108,000.00"
Sepeda Gunung Polygon Monarch 3 New,CV.VIKAVINDO,"IDR 2,686,200.00"
PROTEAM NET VOLI,CV. ALKAUTSAR AFLAH MANDIRI,"IDR 399,000.00"
PROTEAM RAKET BADMINTON,CV. ALKAUTSAR AFLAH MANDIRI,"IDR 765,000.00"
PROTEAM NET BADMINTON,CV. ALKAUTSAR AFLAH MANDIRI,"IDR 390,000.00"
Topi Standar Satu Warna,CV.CIPTA ABADI UTAMA,"IDR 83,250.00"
"Kaos Olahraga Berkerah Lengan Pendek, Model S...",CV.CIPTA ABADI UTAMA,"IDR 181,650.00"
Topi Kombinasi Warna,CV.CIPTA ABADI UTAMA,"IDR 83,250.00"
SHIAMIQ BET SHOWDOWN TENIS MEJA TUNA NETRA,CV SHIAMIQ TERANG ABADI,"IDR 158,000.00"
"Kaos Olahraga Oblong Lengan Pendek, Model Ses...",CV.CIPTA ABADI UTAMA,"IDR 117,500.00"
MILLS ENERMAX CUSHION BLUE,Mitra Kreasi Garmen,"IDR 469,000.00"
MILLS CAPS CAMO A4 BLACK REG,Mitra Kreasi Garmen,"IDR 149,000.00"
Ortuseight RELIANCE - KHAKI/CARGO GREEN/WHITE...,PT. ARFAH SELECTA KARYA,"IDR 610,000.00"
Ortuseight RELIANCE - NAVY/CYAN/BLACK,PT. ARFAH SELECTA KARYA,"IDR 610,000.00"
Ortuseight RELIEVE - WHITE/LIGHT GREY,PT. ARFAH SELECTA KARYA,"IDR 610,000.00"
Ortuseight HYPERSONIC - ELECTRICITY/BLACK/ORT...,PT. ARFAH SELECTA KARYA,"IDR 1,150,000.00"
Ortuseight HYPERSONIC - BLACK/LIME/ORTRANGE,PT. ARFAH SELECTA KARYA,"IDR 1,150,000.00"
Ortuseight REVERE - DK GREEN/GREY/BLACK,PT. ARFAH SELECTA KARYA,"IDR 640,000.00"
910nineten KENZO X INDO RUNNERS MERAH/KUNING/...,PT. ARFAH SELECTA KARYA,"IDR 610,000.00"
Ortuseight HYPERDRIVE 2.0 - NAVY/CYAN/WHITE,PT. ARFAH SELECTA KARYA,"IDR 690,000.00"
Ortuseight HYPERFUSE 2.0 - CYAN/OCEAN/RHODRED...,PT. ARFAH SELECTA KARYA,"IDR 690,000.00"
Ortuseight HYPERFUSE 2.0 - RHODRED/NAVY/WHITE...,PT. ARFAH SELECTA KARYA,"IDR 690,000.00"
Ortuseight HYPERFUSE 1.3 - ORTRANGE/WHITE,PT. ARFAH SELECTA KARYA,"IDR 580,000.00"
Ortuseight HYPERDRIVE 2.0 - MAROON/ORTRANGE/W...,PT. ARFAH SELECTA KARYA,"IDR 690,000.00"
SCUBAPRO SCUBAPRO T-ONE BCD,Stardef Wira Tangguh,"IDR 9,604,980.00"
Ortuseight REVIVE - NAVY WHITE ORTRANGE,PT. ARFAH SELECTA KARYA,"IDR 580,000.00"
Ortuseight REVIVE - BLACK/GREY/WHITE,PT. ARFAH SELECTA KARYA,"IDR 580,000.00"
Ortuseight HYPERBLAST NEO - NAVY/TEAL/YELLOW,PT. ARFAH SELECTA KARYA,"IDR 690,000.00"
Ortuseight HYPERDRIVE 1.2 - ORTRANGE/BLACK/WH...,PT. ARFAH SELECTA KARYA,"IDR 580,000.00"
